proof,compressed?,length,resOnlyLength,compressedLengthAll,compressedLengthResOnly,compressTime,compressRatio,compressSpeed,compressRatioRes,compressSpeedRes,numFOSub,totalTime
\PUZ\PUZ008-3.spass,0,49,31,49,31,10886629,0.0,0.0,0.0,0.0,0,67968604
\MGT\MGT004-1.spass,0,47,29,47,29,1389491311,0.0,0.0,0.0,0.0,0,1462637953
\SWB\SWB003+2.spass,0,3,1,3,1,65925,0.0,0.0,0.0,0.0,0,1186248
\MGT\MGT002-1.spass,1,31,17,31,16,72458974,0.0,0.0,0.03225806451612903,1.3800913051846415E-8,0,66813938
\SWV\SWV291-2.spass,0,23,11,23,11,2177878,0.0,0.0,0.0,0.0,0,9452080
\PUZ\PUZ035-5.spass,0,9,6,9,6,400285,0.0,0.0,0.0,0.0,0,2043266
\SYN\SYN588-1.spass,0,7,3,7,3,1024791,0.0,0.0,0.0,0.0,0,2721854
\SWB\SWB030+2.spass,0,22,12,22,12,3479001,0.0,0.0,0.0,0.0,0,5369890
\MGT\MGT003-1.spass,1,31,17,31,16,76424711,0.0,0.0,0.03225806451612903,1.3084773065088855E-8,0,75506109
\COM\COM011-2.spass,0,27,15,27,15,6449947,0.0,0.0,0.0,0.0,0,11714832
\SWV\SWV305-2.spass,0,30,16,30,16,7269069,0.0,0.0,0.0,0.0,0,12659487
\SET\SET836-2.spass,0,7,3,7,3,185141,0.0,0.0,0.0,0.0,0,1547845
\SYN\SYN654-1.spass,0,17,9,17,9,2503949,0.0,0.0,0.0,0.0,0,14214833
\LCL\LCL433-2.spass,0,15,7,15,7,1163351,0.0,0.0,0.0,0.0,0,7043664
\SET\SET850-2.spass,0,7,3,7,3,401073,0.0,0.0,0.0,0.0,0,1939050
\CAT\CAT007-3.spass,0,7,3,7,3,188695,0.0,0.0,0.0,0.0,0,1289279
\SYN\SYN557-1.spass,0,16,9,16,9,1864046,0.0,0.0,0.0,0.0,0,4321809
\SYN\SYN341-1.spass,0,3,1,3,1,74609,0.0,0.0,0.0,0.0,0,616217
\SWV\SWV286-2.spass,0,16,7,16,7,1875100,0.0,0.0,0.0,0.0,0,7358680
\SYN\SYN354-1.spass,1,14,7,15,6,3062136,-0.07142857142857142,-3.2656942735397775E-7,0.07142857142857142,3.2656942735397775E-7,1,2753830
\COL\COL118-2.spass,0,9,4,9,4,960445,0.0,0.0,0.0,0.0,0,4529845
\SWV\SWV284-2.spass,0,12,6,12,6,747277,0.0,0.0,0.0,0.0,0,3462815
\COL\COL103-2.spass,0,3,1,3,1,100268,0.0,0.0,0.0,0.0,0,763856
\SYN\SYN311-1.spass,0,19,13,19,13,4271673,0.0,0.0,0.0,0.0,0,4022581
\SWV\SWV256-2.spass,0,5,2,5,2,160272,0.0,0.0,0.0,0.0,0,1036239
\SYN\SYN082-1.spass,0,15,5,15,5,513580,0.0,0.0,0.0,0.0,0,4590638
\COL\COL116-2.spass,0,3,1,3,1,84479,0.0,0.0,0.0,0.0,0,760303
\SYN\SYN683-1.spass,0,14,7,14,7,1186247,0.0,0.0,0.0,0.0,0,3128850
\SYN\SYN681-1.spass,0,14,7,14,7,1332702,0.0,0.0,0.0,0.0,0,3151746
\SET\SET588+3.spass,0,22,11,22,11,1728250,0.0,0.0,0.0,0.0,0,9088508
\LCL\LCL445-2.spass,0,13,7,13,7,2004580,0.0,0.0,0.0,0.0,0,9407867
\LCL\LCL430-2.spass,0,17,9,17,9,3780201,0.0,0.0,0.0,0.0,0,9137063
\LCL\LCL443-2.spass,0,17,9,17,9,1486263,0.0,0.0,0.0,0.0,0,7456580
\ANA\ANA004-4.spass,0,31,13,31,13,2769621,0.0,0.0,0.0,0.0,0,11378893
\SYN\SYN569-1.spass,0,31,20,31,20,85655726,0.0,0.0,0.0,0.0,0,73218883
